id_cliente,genero_cliente,tipo_cliente
C01564,Hombre,Local
C01565,Hombre,Turista
C01566,Hombre,Local
C01567,Mujer,Local
C01569,Hombre,Turista
C01570,Hombre,Local
C01571,Hombre,Turista
C01572,Hombre,Local
C01573,Hombre,Local
C01574,Hombre,Local
C01575,Mujer,Local
C01576,Mujer,Local
C01577,Hombre,Turista
C01578,Hombre,Turista
C01579,Hombre,Local
C01581,Hombre,Local
C01582,Mujer,Local
C01585,Mujer,Local
C01586,Mujer,Local
C01589,Mujer,Local
C01590,Mujer,Local
C01591,Hombre,Local
C01595,Hombre,Local
C01596,Mujer,Local
C01600,Mujer,Local
C01601,Mujer,Local
C01602,Hombre,Local
C01603,Hombre,Turista
C01605,Hombre,Local
C01606,Hombre,Local
C01607,Hombre,Local
C01608,Hombre,Local
C01609,Hombre,Local
C01610,Hombre,Local
C01611,Hombre,Local
C01615,Hombre,Local
C01617,Hombre,Local
C01621,Hombre,Local
C01622,Mujer,Local
C01623,Hombre,Local
C01625,Mujer,Local
C01626,Hombre,Local
C01627,Mujer,Local
C01628,Mujer,Local
C01630,Hombre,Local
C01631,Hombre,Local
C01632,Mujer,Local
C01634,Hombre,Turista
C01635,Hombre,Local
C01636,Hombre,Local
C01637,Mujer,Local
C01638,Hombre,Local
C01639,Mujer,Local
C01640,Mujer,Local
C01641,Mujer,Local
C01642,Hombre,Local
C01643,Mujer,Local
C01644,Hombre,Local
C01645,Hombre,Local
C01648,Hombre,Local
C01649,Mujer,Local
C01650,Hombre,Local
C01651,Mujer,Local
C01652,Hombre,Turista
C01654,Hombre,Local
C01656,Mujer,Local
C01657,Hombre,Local
C01658,Mujer,Local
C01659,Mujer,Local
C01660,Hombre,Local
C01662,Mujer,Local
C01663,Mujer,Local
C01664,Hombre,Local
C01666,Hombre,Local
C01668,Hombre,Local
C01669,Hombre,Turista
C01670,Hombre,Local
C01671,Hombre,Local
C01672,Hombre,Local
C01673,Hombre,Local
C01675,Mujer,Local
C01676,Hombre,Local
C01679,Hombre,Local
C01681,Mujer,Local
C01683,Mujer,Local
C01686,Hombre,Local
C01687,Hombre,Local
C01689,Hombre,Local
C01691,Hombre,Turista
C01692,Hombre,Local
C01693,Hombre,Local
C01695,Hombre,Local
C01696,Mujer,Local
C01697,Mujer,Turista
C01698,Hombre,Local
C01699,Mujer,Local
C01700,Hombre,Local
C01702,Mujer,Local
C01703,Hombre,Local
C01704,Hombre,Turista
C01705,Hombre,Local
C01706,Hombre,Local
C01707,Hombre,Local
C01708,Hombre,Local
C01709,Mujer,Local
C01710,Mujer,Local
C01711,Hombre,Local
C01713,Hombre,Local
C01714,Mujer,Local
C01715,Mujer,Local
C01716,Mujer,Local
C01719,Hombre,Local
C01721,Hombre,Turista
C01722,Mujer,Turista
C01724,Mujer,Local
C01725,Hombre,Local
C01726,Mujer,Turista
C01727,Hombre,Local
C01728,Mujer,Local
C01729,Mujer,Local
C01730,Hombre,Local
C01731,Hombre,Local
C01734,Mujer,Turista
C01735,Hombre,Local
C01736,Hombre,Turista
C01738,Mujer,Local
C01739,Mujer,Local
C01741,Mujer,Local
C01742,Mujer,Local
C01743,Mujer,Local
C01744,Hombre,Local
C01746,Hombre,Turista
C01747,Mujer,Local
C01748,Mujer,Local
C01749,Hombre,Local
C01750,Hombre,Local
C01751,Hombre,Turista
C01752,Hombre,Local
C01754,Hombre,Local
C01755,Hombre,Turista
C01756,Hombre,Local
C01757,Hombre,Turista
C01758,Hombre,Local
C01759,Hombre,Local
C01761,Hombre,Local
C01762,Hombre,Local
C01763,Hombre,Local
C01764,Mujer,Local
C01765,Hombre,Turista
C01767,Mujer,Local
C01768,Hombre,Turista
C01769,Hombre,Turista
C01771,Hombre,Local
C01772,Mujer,Local
C01773,Mujer,Local
C01775,Mujer,Local
C01777,Hombre,Local
C01778,Mujer,Turista
C01779,Mujer,Turista
C01780,Mujer,Local
C01781,Hombre,Local
C01783,Mujer,Local
C01785,Hombre,Local
C01786,Hombre,Local
C01787,Hombre,Turista
C01788,Mujer,Local
C01789,Mujer,Local
C01790,Mujer,Local
C01792,Mujer,Local
C01793,Hombre,Local
C01794,Mujer,Local
C01795,Hombre,Local
C01796,Mujer,Local
C01797,Hombre,Local
C01798,Mujer,Local
C01799,Hombre,Turista
C01801,Hombre,Local
C01802,Hombre,Local
C01803,Mujer,Turista
C01804,Mujer,Local
C01807,Hombre,Local
C01808,Hombre,Local
C01809,Hombre,Local
C01810,Mujer,Local
C01811,Mujer,Local
C01812,Mujer,Local
C01813,Mujer,Local
C01814,Mujer,Local
C01815,Mujer,Turista
C01816,Mujer,Local
C01817,Mujer,Local
C01818,Hombre,Local
C01819,Hombre,Local
C01820,Hombre,Local
C01822,Hombre,Local
C01823,Mujer,Local
C01824,Hombre,Local
C01826,Hombre,Local
C01827,Mujer,Local
C01829,Mujer,Local
C01830,Hombre,Turista
C01831,Hombre,Local
C01833,Hombre,Local
C01834,Hombre,Local
C01835,Hombre,Local
C01838,Hombre,Local
C01839,Mujer,Local
C01840,Hombre,Local
C01841,Hombre,Local
C01843,Hombre,Local
C01845,Hombre,Local
C01846,Mujer,Local
C01847,Hombre,Local
C01848,Mujer,Local
C01849,Mujer,Local
C01850,Hombre,Turista
C01852,Hombre,Local
C01853,Mujer,Local
C01854,Hombre,Local
C01856,Hombre,Local
C01857,Hombre,Local
C01858,Hombre,Local
C01860,Hombre,Turista
C01861,Hombre,Local
C01862,Hombre,Local
C01864,Hombre,Local
C01865,Hombre,Turista
C01866,Mujer,Turista
C01868,Mujer,Local
C01870,Mujer,Local
C01871,Mujer,Local
C01872,Hombre,Local
C01873,Hombre,Local
C01875,Hombre,Turista
C01876,Mujer,Local
C01877,Hombre,Turista
C01878,Hombre,Local
C01879,Mujer,Local
C01881,Hombre,Local
C01882,Mujer,Local
C01884,Mujer,Local
C01886,Hombre,Local
C01887,Mujer,Local
C01889,Mujer,Local
C01890,Hombre,Local
C01892,Hombre,Local
C01893,Hombre,Local
C01895,Hombre,Local
C01896,Mujer,Local
C01898,Hombre,Local
C01899,Mujer,Local
C01901,Mujer,Turista
C01905,Hombre,Local
C01907,Mujer,Turista
C01909,Hombre,Local
C01910,Mujer,Local
C01911,Mujer,Local
C01913,Hombre,Turista
C01914,Hombre,Local
C01915,Mujer,Local
C01916,Mujer,Local
C01917,Hombre,Local
C01919,Hombre,Local
C01921,Mujer,Local
C01922,Mujer,Local
C01924,Hombre,Turista
C01925,Hombre,Local
C01926,Mujer,Local
C01929,Hombre,Local
C01930,Hombre,Local
C01933,Mujer,Local
C01934,Hombre,Local
C01935,Hombre,Turista
C01937,Hombre,Local
C01938,Hombre,Local
C01939,Mujer,Local
C01941,Hombre,Local
C01945,Mujer,Local
C01946,Mujer,Local
C01947,Hombre,Local
C01948,Mujer,Local
C01949,Mujer,Local
C01951,Hombre,Turista
C01952,Hombre,Turista
C01954,Mujer,Local
C01956,Hombre,Turista
C01957,Hombre,Turista
C01958,Mujer,Turista
C01959,Hombre,Local
C01960,Hombre,Local
C01961,Hombre,Local
C01962,Hombre,Local
C01963,Mujer,Local
C01965,Mujer,Local
C01967,Hombre,Local
C01968,Hombre,Local
C01971,Hombre,Local
C01972,Hombre,Local
C01973,Hombre,Turista
C01976,Mujer,Turista
C01978,Mujer,Turista
C01979,Hombre,Local
C01981,Mujer,Local
C01983,Mujer,Local
C01985,Mujer,Turista
C01986,Mujer,Local
C01987,Hombre,Local
C01988,Mujer,Local
C01989,Hombre,Local
C01993,Mujer,Local
C01994,Hombre,Local
C01995,Hombre,Local
C01996,Hombre,Turista
C01997,Hombre,Local
C02000,Mujer,Turista
C02002,Mujer,Local
C02003,Hombre,Local
C02004,Mujer,Local
C02005,Mujer,Turista
C02006,Hombre,Local
C02007,Mujer,Local
C02008,Hombre,Local
C02009,Hombre,Local
C02011,Hombre,Local
C02013,Mujer,Local
C02019,Mujer,Local
C02020,Hombre,Local
C02021,Mujer,Local
C02022,Mujer,Local
C02023,Hombre,Local
C02025,Hombre,Local
C02026,Mujer,Local
C02027,Hombre,Local
C02028,Mujer,Local
C02029,Hombre,Local
C02030,Hombre,Local
C02032,Hombre,Local
C02033,Hombre,Local
C02036,Hombre,Turista
C02037,Hombre,Local
C02038,Mujer,Local
C02039,Mujer,Local
C02040,Mujer,Turista
C02041,Mujer,Local
C02044,Hombre,Local
C02045,Mujer,Local
C02046,Mujer,Local
C02047,Hombre,Local
C02049,Mujer,Local
C02050,Hombre,Local
C02051,Hombre,Local
C02052,Hombre,Local
C02053,Hombre,Local
C02055,Hombre,Local
C02056,Hombre,Local
C02057,Hombre,Local
C02058,Mujer,Turista
C02059,Mujer,Local
C02060,Hombre,Local
C02061,Hombre,Local
C02062,Mujer,Local
C02063,Mujer,Local
C02064,Hombre,Turista
C02066,Mujer,Local
C02067,Hombre,Local
C02068,Mujer,Local
C02069,Mujer,Local
C02072,Mujer,Local
C02073,Mujer,Local
C02074,Mujer,Turista
C02075,Hombre,Local
C02076,Hombre,Local
C02079,Hombre,Local
C02081,Hombre,Local
C02082,Mujer,Local
C02084,Hombre,Local
C02085,Mujer,Local
C02086,Hombre,Local
C02087,Mujer,Local
C02088,Mujer,Local
C02089,Hombre,Local
C02090,Mujer,Local
C02092,Hombre,Local
C02093,Hombre,Local
C02096,Hombre,Local
C02097,Hombre,Local
C02098,Hombre,Local
C02101,Hombre,Turista
C02102,Hombre,Local
C02103,Mujer,Local
C02104,Hombre,Local
C02105,Hombre,Local
C02106,Mujer,Local
C02107,Hombre,Turista
C02109,Mujer,Local
C02110,Mujer,Turista
C02111,Hombre,Local
C02113,Mujer,Local
C02114,Mujer,Local
C02117,Mujer,Local
C02120,Hombre,Local
C02122,Hombre,Local
C02123,Hombre,Local
C02125,Hombre,Local
C02126,Hombre,Local
C02127,Mujer,Local
C02128,Hombre,Local
C02129,Mujer,Local
C02131,Mujer,Local
C02132,Hombre,Local
C02133,Hombre,Local
C02136,Hombre,Local
C02137,Mujer,Local
C02139,Mujer,Local
C02140,Mujer,Local
C02141,Mujer,Local
C02142,Hombre,Local
C02143,Hombre,Turista
C02145,Hombre,Local
C02146,Mujer,Turista
C02147,Hombre,Local
C02149,Hombre,Local
C02150,Hombre,Turista
C02151,Mujer,Local
C02152,Mujer,Local
C02153,Hombre,Local
C02154,Mujer,Turista
C02155,Mujer,Local
C02156,Mujer,Local
C02157,Mujer,Local
C02159,Hombre,Local
C02160,Hombre,Local
C02161,Hombre,Local
C02163,Hombre,Local
C02164,Hombre,Local
C02165,Hombre,Local
C02166,Mujer,Turista
C02167,Mujer,Local
C02168,Hombre,Local
C02169,Hombre,Local
C02171,Hombre,Local
C02172,Hombre,Local
C02173,Hombre,Local
C02174,Mujer,Turista
C02175,Hombre,Turista
C02176,Mujer,Local
C02177,Hombre,Local
C02178,Mujer,Local
C02180,Hombre,Local
C02181,Hombre,Local
C02183,Mujer,Turista
C02185,Hombre,Local
C02186,Hombre,Local
C02187,Hombre,Local
C02188,Hombre,Local
C02189,Hombre,Local
C02190,Mujer,Local
C02191,Mujer,Turista
C02192,Hombre,Local
C02193,Hombre,Local
C02194,Mujer,Local
C02195,Hombre,Local
C02196,Mujer,Local
C02198,Hombre,Local
C02199,Hombre,Local
C02200,Mujer,Local
C02201,Mujer,Local
C02202,Mujer,Local
C02204,Mujer,Local
C02205,Hombre,Turista
C02206,Hombre,Local
C02208,Hombre,Turista
C02209,Hombre,Local
C02210,Mujer,Local
C02213,Mujer,Local
C02216,Hombre,Local
C02217,Mujer,Local
C02219,Hombre,Local
C02221,Mujer,Turista
C02223,Hombre,Local
C02224,Mujer,Turista
C02225,Hombre,Local
C02226,Mujer,Turista
C02227,Hombre,Local
C02228,Hombre,Local
C02229,Mujer,Turista
C02230,Mujer,Local
C02231,Mujer,Local
C02232,Hombre,Local
C02233,Mujer,Local
C02234,Hombre,Local
C02236,Hombre,Local
C02237,Mujer,Local
C02238,Hombre,Local
C02239,Hombre,Turista
C02240,Mujer,Turista
C02241,Hombre,Local
C02243,Hombre,Local
C02244,Hombre,Local
C02245,Hombre,Local
C02246,Mujer,Turista
C02247,Hombre,Local
C02250,Hombre,Turista
C02251,Mujer,Local
C02252,Mujer,Local
C02253,Hombre,Local
C02255,Hombre,Local
C02256,Hombre,Turista
C02257,Mujer,Local
C02258,Hombre,Local
C02259,Mujer,Local
C02260,Mujer,Turista
C02261,Mujer,Local
C02263,Mujer,Local
C02264,Mujer,Local
C02265,Mujer,Local
C02267,Hombre,Local
C02269,Mujer,Local
C02271,Mujer,Local
C02272,Hombre,Local
C02275,Hombre,Local
C02276,Mujer,Turista
C02277,Hombre,Turista
C02279,Hombre,Turista
C02280,Mujer,Local
C02281,Hombre,Local
C02282,Hombre,Local
C02283,Hombre,Local
C02284,Mujer,Local
C02285,Hombre,Local
C02286,Mujer,Local
C02287,Hombre,Local
C02288,Hombre,Local
C02289,Hombre,Local
C02290,Hombre,Local
C02291,Hombre,Local
C02293,Hombre,Local
C02296,Mujer,Local
C02297,Hombre,Local
C02301,Mujer,Local
C02302,Hombre,Local
C02303,Hombre,Turista
C02304,Mujer,Local
C02306,Hombre,Local
C02307,Mujer,Local
C02308,Mujer,Local
C02309,Mujer,Local
C02310,Hombre,Local
C02312,Hombre,Local
C02313,Mujer,Local
C02314,Hombre,Local
C02315,Hombre,Local
C02317,Hombre,Local
C02318,Hombre,Local
C02319,Mujer,Local
C02320,Hombre,Local
C02322,Mujer,Local
C02323,Mujer,Local
C02325,Hombre,Local
C02327,Mujer,Turista
C02328,Mujer,Local
C02329,Mujer,Local
C02331,Mujer,Local
C02332,Hombre,Local
C02333,Mujer,Local
C02335,Mujer,Local
C02336,Hombre,Local
C02338,Mujer,Local
C02340,Mujer,Local
C02342,Hombre,Turista
C02343,Mujer,Local
C02344,Hombre,Local
C02345,Hombre,Local
C02346,Mujer,Local
C02347,Mujer,Local
C02348,Hombre,Turista
C02350,Hombre,Local
C02351,Mujer,Local
C02352,Mujer,Local
C02353,Hombre,Local
C02354,Mujer,Local
C02355,Mujer,Local
C02356,Mujer,Local
C02357,Hombre,Local
C02359,Hombre,Local
C02360,Hombre,Local
C02361,Mujer,Local
C02364,Hombre,Turista
C02365,Hombre,Local
C02366,Mujer,Local
C02368,Hombre,Local
C02369,Hombre,Local
C02371,Hombre,Local
C02372,Hombre,Local
C02374,Hombre,Local
C02376,Mujer,Local
C02377,Hombre,Turista
C02379,Mujer,Local
C02380,Mujer,Local
C02383,Mujer,Local
C02386,Hombre,Turista
C02387,Hombre,Local
C02388,Hombre,Local
C02389,Hombre,Local
C02390,Hombre,Local
C02395,Mujer,Local
C02397,Hombre,Local
C02398,Hombre,Local
C02399,Hombre,Local
C02400,Mujer,Local
C02401,Hombre,Local
C02402,Mujer,Local
C02403,Hombre,Local
C02404,Mujer,Local
C02406,Hombre,Local
C02407,Hombre,Turista
C02408,Hombre,Local
C02409,Hombre,Local
C02410,Hombre,Turista
C02412,Hombre,Turista
C02414,Hombre,Local
C02415,Hombre,Local
C02416,Hombre,Local
C02418,Mujer,Local
C02419,Hombre,Local
C02420,Mujer,Local
C02421,Mujer,Local
C02423,Mujer,Local
C02424,Mujer,Local
C02425,Hombre,Local
C02426,Hombre,Local
C02427,Hombre,Local
C02429,Mujer,Turista
C02430,Mujer,Local
C02433,Mujer,Turista
C02434,Hombre,Local
C02435,Mujer,Local
C02437,Hombre,Local
C02438,Hombre,Local
C02439,Hombre,Local
C02440,Hombre,Turista
C02441,Hombre,Local
C02442,Hombre,Local
C02443,Hombre,Local
C02444,Hombre,Local
C02445,Hombre,Local
C02446,Mujer,Local
C02448,Mujer,Local
C02449,Mujer,Local
C02451,Mujer,Local
C02453,Hombre,Local
C02454,Hombre,Turista
C02455,Hombre,Local
C02456,Mujer,Local
C02457,Hombre,Local
C02458,Hombre,Local
C02459,Hombre,Local
C02460,Mujer,Local
C02463,Mujer,Turista
C02466,Hombre,Local
C02467,Mujer,Local
C02469,Mujer,Local
C02470,Hombre,Local
C02471,Mujer,Local
C02472,Mujer,Local
C02473,Hombre,Local
C02474,Mujer,Local
C02475,Hombre,Local
C02476,Mujer,Local
C02477,Hombre,Local
C02479,Hombre,Turista
C02481,Mujer,Turista
C02484,Mujer,Turista
C02485,Mujer,Local
C02486,Hombre,Turista
C02487,Mujer,Local
C02488,Mujer,Local
C02489,Mujer,Local
C02490,Mujer,Local
C02491,Hombre,Local
C02492,Hombre,Local
C02493,Hombre,Turista
C02494,Mujer,Local
C02495,Hombre,Local
C02496,Mujer,Local
C02497,Hombre,Turista
C02498,Mujer,Local
C02500,Mujer,Local
C02503,Hombre,Local
C02504,Hombre,Local
C02505,Hombre,Local
C02507,Hombre,Local
C02508,Hombre,Turista
C02509,Hombre,Local
C02511,Mujer,Local
C02513,Mujer,Local
C02514,Hombre,Local
C02515,Hombre,Local
C02516,Hombre,Local
C02517,Hombre,Local
C02522,Mujer,Local
C02524,Hombre,Turista
C02525,Hombre,Local
C02526,Hombre,Local
C02528,Mujer,Turista
C02529,Mujer,Local
C02530,Hombre,Local
C02531,Hombre,Local
C02536,Hombre,Local
C02537,Mujer,Local
C02539,Hombre,Turista
C02540,Hombre,Local
C02541,Mujer,Turista
C02543,Hombre,Local
C02544,Hombre,Local
C02547,Mujer,Turista
C02548,Mujer,Local
C02549,Hombre,Local
C02550,Hombre,Local
C02552,Hombre,Local
C02554,Hombre,Local
C02555,Hombre,Local
C02557,Mujer,Local
C02558,Mujer,Local
C02559,Mujer,Local
C02560,Hombre,Local
C02562,Mujer,Local
C02566,Mujer,Local
C02567,Hombre,Local
C02568,Hombre,Local
C02569,Hombre,Local
C02571,Mujer,Local
C02572,Mujer,Local
C02573,Mujer,Local
C02574,Mujer,Local
C02576,Mujer,Local
C02578,Hombre,Turista
C02580,Hombre,Local
C02581,Hombre,Local
C02582,Hombre,Local
C02583,Hombre,Turista
C02584,Mujer,Local
C02586,Hombre,Local
C02588,Hombre,Local
C02589,Mujer,Local
C02590,Mujer,Local
C02592,Mujer,Local
C02593,Mujer,Local
C02594,Hombre,Local
C02595,Hombre,Local
C02596,Hombre,Local
C02597,Mujer,Local
C02598,Hombre,Local
C02599,Hombre,Local
C02600,Mujer,Local
C02601,Mujer,Local
C02602,Hombre,Turista
C02604,Mujer,Turista
C02606,Mujer,Local
C02607,Hombre,Local
C02608,Mujer,Local
C02610,Hombre,Local
C02611,Hombre,Local
C02612,Mujer,Local
C02613,Mujer,Local
C02614,Mujer,Local
C02616,Hombre,Local
C02617,Hombre,Local
C02618,Hombre,Local
C02619,Hombre,Local
C02620,Hombre,Local
C02623,Hombre,Local
C02624,Hombre,Local
C02625,Hombre,Local
C02626,Hombre,Local
C02627,Hombre,Local
C02628,Mujer,Local
C02629,Mujer,Local
C02630,Hombre,Local
C02631,Mujer,Local
C02632,Mujer,Local
C02633,Hombre,Local
C02634,Mujer,Local
C02635,Hombre,Local
C02637,Mujer,Local
C02638,Hombre,Local
C02641,Hombre,Local
C02642,Mujer,Local
C02643,Hombre,Local
C02644,Hombre,Turista
C02645,Mujer,Local
C02646,Hombre,Local
C02647,Mujer,Local
C02648,Mujer,Local
C02649,Mujer,Local
C02650,Hombre,Turista
C02651,Mujer,Local
C02652,Mujer,Turista
C02653,Hombre,Turista
C02654,Mujer,Local
C02655,Hombre,Local
C02657,Hombre,Local
C02658,Hombre,Local
C02663,Hombre,Local
C02665,Hombre,Local
C02666,Mujer,Local
C02667,Hombre,Local
C02669,Hombre,Local
C02671,Hombre,Local
C02672,Mujer,Turista
C02673,Hombre,Local
C02674,Hombre,Local
C02678,Mujer,Local
C02680,Hombre,Local
C02681,Mujer,Local
C02682,Hombre,Turista
C02684,Mujer,Local
C02685,Hombre,Local
C02686,Hombre,Local
C02688,Mujer,Local
C02689,Hombre,Local
C02690,Hombre,Local
C02691,Mujer,Turista
C02692,Hombre,Local
C02694,Mujer,Local
C02695,Mujer,Local
C02696,Mujer,Local
C02701,Hombre,Local
C02702,Mujer,Turista
C02703,Mujer,Turista
C02704,Mujer,Turista
C02705,Mujer,Local
C02707,Mujer,Turista
C02708,Mujer,Local
C02709,Mujer,Local
C02711,Hombre,Local
C02712,Hombre,Local
C02713,Mujer,Local
C02715,Mujer,Local
C02716,Hombre,Local
C02717,Mujer,Local
C02719,Mujer,Local
C02720,Hombre,Local
C02723,Hombre,Local
C02724,Mujer,Local
C02725,Hombre,Local
C02727,Hombre,Local
C02728,Mujer,Local
C02729,Hombre,Local
C02730,Hombre,Local
C02731,Hombre,Local
C02732,Mujer,Local
C02733,Mujer,Local
C02734,Mujer,Local
C02736,Hombre,Local
C02737,Mujer,Local
C02738,Mujer,Local
C02740,Hombre,Local
C02742,Hombre,Local
C02743,Hombre,Turista
C02744,Hombre,Local
C02745,Hombre,Turista
C02746,Hombre,Local
C02747,Hombre,Local
C02748,Hombre,Local
C02749,Hombre,Local
C02751,Mujer,Local
C02752,Hombre,Local
C02753,Mujer,Local
C02754,Mujer,Local
C02755,Hombre,Local
C02756,Mujer,Local
C02757,Hombre,Local
C02759,Mujer,Turista
C02760,Mujer,Local
C02761,Mujer,Turista
C02762,Hombre,Local
C02765,Hombre,Local
C02768,Mujer,Local
C02769,Hombre,Turista
C02770,Mujer,Turista
C02771,Mujer,Local
C02773,Mujer,Local
C02775,Mujer,Turista
C02776,Hombre,Local
C02777,Mujer,Local
C02779,Hombre,Local
C02780,Hombre,Local
C02781,Hombre,Local
C02782,Hombre,Turista
C02783,Hombre,Local
C02784,Mujer,Local
C02786,Hombre,Local
C02787,Mujer,Local
C02788,Mujer,Local
C02789,Mujer,Local
C02791,Hombre,Local
C02792,Mujer,Local
C02793,Mujer,Turista
C02794,Mujer,Local
C02796,Mujer,Local
C02798,Mujer,Local
C02799,Mujer,Local
