id_venta,numero_linea,fecha_venta,id_cliente,id_producto,id_tienda,cantidad,precio_unitario,descuento,metodo_pago,canal,temporada,talla
V000632,1,2025-04-18,C01797,P0022,T027,4,197000.0,0.0,Tarjeta Crédito,Tienda Física,Regreso A Clases,M
V002373,1,2023-06-10,C01172,P0010,T008,4,91000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,36
V003341,1,2025-11-05,C00857,P0020,T018,3,76000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V000421,1,2023-09-02,C02611,P0023,T037,4,77000.0,0.0,Tarjeta Débito,Tienda Física,Regreso A Clases,Xs
V001504,1,2025-08-09,C01352,P0019,T043,1,72000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,Xs
V001843,2,2025-11-26,C00863,P0019,T006,3,73000.0,0.0,Transferencia,Tienda Física,Día Del Padre,Xs
V003025,1,2023-07-18,C02486,P0014,T016,1,142000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,36
V001711,2,2024-05-23,C01244,P0008,T003,1,216000.0,0.3,Efectivo,Tienda Física,Regreso A Clases,L
V001816,1,2024-07-16,C01320,P0010,T015,1,91000.0,0.0,Transferencia,Tienda Física,Temporada Regular,36
V001777,1,2025-03-08,C00932,P0016,T009,1,134000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,38
V003651,2,2023-07-27,C02516,P0013,T005,3,58000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V003411,1,2023-06-30,C01569,P0016,T004,1,139000.0,0.15,Efectivo,Tienda Física,Temporada De Diciembre,40
V000180,2,2023-03-01,C01822,P0018,T004,4,74000.0,0.0,Tarjeta Débito,Online,Día Del Padre,S
V003373,1,2024-06-27,C02484,P0005,T009,1,117000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V003492,1,2024-05-14,C00953,P0026,T034,2,135000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,Xs
V002304,1,2023-03-09,C01749,P0001,T026,4,145000.0,0.0,Transferencia,Tienda Física,Temporada Regular,32
V000281,2,2025-03-07,C01027,P0017,T018,2,147000.0,0.1,Transferencia,Tienda Física,Temporada Regular,Xl
V001234,1,2024-12-23,C00320,P0021,T004,2,118000.0,0.0,Efectivo,Tienda Física,Temporada Regular,S
V002938,1,2025-11-10,C00944,P0002,T018,1,157000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,S
V000308,1,2024-02-24,C02634,P0003,T003,1,181000.0,0.0,Efectivo,Tienda Física,Temporada Regular,36
V001569,1,2025-01-19,C01438,P0003,T021,1,178000.0,0.0,Transferencia,Tienda Física,Temporada Regular,30
V001637,2,2024-05-07,C00929,P0009,T034,1,125000.0,0.4,Tarjeta Débito,Tienda Física,Vacaciones,L
V002377,2,2025-09-23,C00397,P0002,T030,2,153000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V002924,1,2023-01-23,C02122,P0024,T026,1,217000.0,0.0,Transferencia,Tienda Física,Día Del Padre,Xl
V002495,2,2025-02-26,C00759,P0013,T037,1,59000.0,0.2,Transferencia,Tienda Física,Temporada Regular,M
V001707,1,2025-01-04,C00376,P0016,T022,1,134000.0,0.0,Efectivo,Tienda Física,Temporada Regular,34
V000153,3,2025-07-23,C00547,P0016,T039,1,140000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,32
V000974,1,2025-10-28,C01190,P0006,T009,4,58000.0,0.4,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V001024,3,2024-05-31,C02344,P0023,T009,4,74000.0,0.0,Tarjeta Débito,Online,Temporada Regular,M
V002020,1,2023-12-09,C00273,P0018,T018,1,72000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V001439,1,2025-05-23,C01736,P0011,T004,1,138000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V003785,2,2023-04-13,C00367,P0011,T005,2,128000.0,0.05,Tarjeta Débito,Tienda Física,Temporada De Diciembre,S
V001423,1,2025-10-16,C02716,P0007,T041,1,61000.0,0.0,Transferencia,Tienda Física,Temporada Regular,S
V001855,3,2024-07-02,C00556,P0014,T041,1,132000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,36
V001662,2,2024-03-18,C01116,P0022,T003,1,208000.0,0.3,Tarjeta Crédito,Tienda Física,Vacaciones,S
V002857,1,2024-06-25,C01595,P0025,T015,1,146000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001981,1,2024-01-31,C01256,P0012,T036,3,106000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,L
V002825,3,2025-02-09,C00734,P0001,T020,1,150000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V002405,1,2023-12-10,C02120,P0002,T004,4,154000.0,0.0,Efectivo,Online,Temporada Regular,M
V001831,1,2024-04-20,C02058,P0012,T034,1,105000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,Xl
V000407,1,2024-03-10,C01480,P0026,T009,1,129000.0,0.0,Tarjeta Débito,Online,Temporada Regular,L
V000444,3,2025-11-18,C01047,P0026,T015,4,140000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xl
V002413,2,2024-05-01,C00191,P0021,T013,2,122000.0,0.0,Efectivo,Tienda Física,Día Del Padre,L
V000608,2,2024-06-08,C02084,P0026,T009,2,142000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V003796,1,2023-09-01,C01504,P0021,T013,1,121000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V002331,1,2025-10-20,C02153,P0007,T004,1,60000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V000841,2,2023-01-10,C01630,P0013,T004,4,57000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V001730,2,2025-05-15,C00867,P0022,T004,2,206000.0,0.0,Transferencia,Online,Temporada Regular,Xl
V002298,1,2023-09-25,C02794,P0022,T032,1,204000.0,0.3,Tarjeta Crédito,Tienda Física,Día Del Padre,S
V002759,1,2023-05-18,C01079,P0008,T028,1,210000.0,0.2,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001870,1,2024-12-05,C01502,P0013,T042,4,54000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V000480,1,2023-10-07,C00888,P0011,T031,2,136000.0,0.2,Transferencia,Tienda Física,Temporada Regular,Xl
V000043,2,2025-06-01,C00862,P0005,T035,2,117000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000437,1,2024-08-05,C02023,P0021,T003,1,119000.0,0.2,Tarjeta Crédito,Tienda Física,Vacaciones,S
V003590,1,2024-10-08,C00263,P0018,T039,2,73000.0,0.15,Tarjeta Crédito,Tienda Física,Día Del Padre,M
V000301,1,2024-10-10,C00009,P0015,T016,1,178000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,36
V002239,1,2025-07-24,C01581,P0009,T025,3,132000.0,0.4,Tarjeta Crédito,Tienda Física,Vacaciones,Xxl
V002093,1,2025-05-10,C01793,P0003,T010,2,186000.0,0.1,Tarjeta Débito,Online,Temporada Regular,34
V000707,2,2025-06-29,C00909,P0024,T033,2,211000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,Xl
V001479,1,2024-08-01,C02093,P0019,T038,1,71000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V002117,2,2023-11-08,C01345,P0022,T009,1,202000.0,0.1,Tarjeta Crédito,Tienda Física,Día De La Madre,S
V003084,2,2023-04-27,C01029,P0006,T036,1,56000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V000444,1,2025-11-18,C01047,P0022,T015,3,202000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V000244,1,2024-12-20,C02335,P0006,T042,3,57000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V001607,1,2024-12-08,C02401,P0017,T034,1,150000.0,0.05,Efectivo,Tienda Física,Temporada Regular,S
V003387,1,2023-04-20,C00066,P0002,T037,3,152000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001901,1,2024-05-02,C02022,P0018,T004,1,77000.0,0.1,Efectivo,Tienda Física,Vacaciones,M
V003652,3,2025-03-22,C02113,P0015,T007,2,180000.0,0.2,Tarjeta Débito,Tienda Física,Vacaciones,32
V001242,1,2023-01-21,C00849,P0009,T029,1,132000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V001208,3,2025-06-21,C00425,P0018,T017,3,80000.0,0.0,Efectivo,Tienda Física,Temporada Regular,L
V003321,1,2025-10-03,C01913,P0025,T012,1,140000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V002301,2,2023-08-13,C01777,P0001,T009,4,145000.0,0.0,Tarjeta Crédito,Tienda Física,Día Del Padre,38
V001185,1,2023-05-15,C01893,P0020,T009,2,75000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V003390,1,2023-01-04,C01383,P0019,T037,1,70000.0,0.0,Transferencia,Online,Regreso A Clases,L
V002570,2,2025-01-10,C01294,P0017,T032,4,145000.0,0.3,Tarjeta Crédito,Tienda Física,Black Friday,L
V002240,2,2023-01-04,C00362,P0023,T037,1,79000.0,0.0,Tarjeta Débito,Online,Temporada Regular,Xxl
V002176,1,2024-07-11,C00218,P0008,T026,1,214000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V003762,2,2025-11-27,C01155,P0002,T015,4,159000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,M
V001648,2,2025-06-06,C00322,P0023,T031,1,75000.0,0.05,Tarjeta Débito,Tienda Física,Día De La Madre,Xxl
V001338,2,2024-01-23,C01713,P0018,T042,1,75000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V001252,1,2023-05-15,C00516,P0002,T035,2,161000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V002081,2,2023-07-01,C02466,P0016,T003,4,143000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,30
V000306,3,2023-02-08,C01464,P0012,T015,1,114000.0,0.2,Tarjeta Débito,Online,Temporada Regular,S
V003314,1,2025-11-20,C02241,P0013,T003,4,59000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V002569,1,2024-02-24,C00031,P0007,T043,1,59000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V002529,2,2024-07-22,C00139,P0020,T008,1,74000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V003613,3,2023-01-09,C02443,P0011,T002,1,129000.0,0.0,Tarjeta Débito,Tienda Física,Regreso A Clases,Xs
V002604,2,2024-06-01,C01873,P0004,T011,1,176000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,34
V003061,1,2024-11-24,C02206,P0009,T012,3,121000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,L
V001500,3,2023-07-10,C02365,P0021,T041,2,116000.0,0.4,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V002227,2,2023-09-30,C00426,P0011,T009,4,130000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V000948,2,2023-04-24,C00420,P0017,T032,2,153000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V003483,1,2023-10-08,C02441,P0011,T008,1,128000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V003536,1,2025-05-04,C02195,P0005,T031,1,110000.0,0.2,Tarjeta Débito,Tienda Física,Temporada De Diciembre,Xxl
V000028,1,2025-05-22,C02167,P0007,T004,1,63000.0,0.0,Efectivo,Online,Temporada Regular,Xl
V001835,3,2024-10-13,C01833,P0022,T010,1,194000.0,0.0,Transferencia,Tienda Física,Temporada Regular,S
V003013,2,2024-12-04,C01704,P0014,T016,1,145000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,30
V000376,1,2024-01-08,C02768,P0006,T016,4,58000.0,0.1,Efectivo,Tienda Física,Temporada Regular,M
V003103,2,2025-08-03,C00658,P0003,T031,1,169000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,38
V000639,1,2023-10-28,C01311,P0017,T036,1,141000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V001402,1,2025-12-28,C01036,P0001,T014,3,146000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,34
V000601,1,2024-12-31,C01610,P0021,T022,2,122000.0,0.1,Tarjeta Débito,Tienda Física,Regreso A Clases,Sin Talla
V000596,1,2025-06-18,C00730,P0020,T001,1,79000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,M
V001474,2,2024-04-19,C02627,P0008,T032,1,226000.0,0.15,Tarjeta Débito,Tienda Física,Temporada De Diciembre,L
V000163,1,2024-03-27,C02331,P0010,T041,4,100000.0,0.0,Efectivo,Tienda Física,Temporada Regular,30
V001019,1,2023-11-30,C00043,P0007,T040,1,63000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,L
V000807,1,2023-03-28,C02159,P0022,T032,2,204000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,Xs
V001063,2,2025-09-09,C01311,P0002,T010,2,155000.0,0.15,Tarjeta Crédito,Tienda Física,Vacaciones,S
V001613,1,2025-07-10,C00722,P0019,T004,1,74000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V000134,1,2025-05-28,C02364,P0016,T004,2,134000.0,0.0,Tarjeta Crédito,Tienda Física,Día De La Madre,36
V001183,1,2024-12-23,C01956,P0007,T035,1,62000.0,0.0,Tarjeta Débito,Online,Temporada Regular,Xs
V002386,1,2024-05-11,C00822,P0002,T004,3,151000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V000500,1,2024-10-04,C01486,P0021,T038,2,123000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,M
V003163,1,2023-03-02,C01271,P0006,T030,2,55000.0,0.2,Efectivo,Tienda Física,Día De La Madre,Xl
V000638,2,2025-10-19,C02152,P0007,T040,1,58000.0,0.15,Tarjeta Crédito,Tienda Física,Regreso A Clases,Xl
V002587,1,2023-11-03,C01917,P0019,T029,1,69000.0,0.15,Tarjeta Crédito,Tienda Física,Día De La Madre,Xs
V001444,1,2024-12-26,C02365,P0006,T010,1,55000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V002804,2,2023-02-22,C01490,P0024,T020,1,223000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V001919,2,2023-02-18,C00066,P0007,T025,1,61000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V000009,1,2024-03-05,C00632,P0009,T012,3,128000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V003476,1,2024-11-19,C00849,P0011,T005,1,130000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V001628,1,2025-12-01,C02253,P0020,T036,1,78000.0,0.3,Tarjeta Crédito,Tienda Física,Black Friday,Xl
V000659,1,2024-02-26,C01378,P0011,T025,2,130000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,L
V003053,2,2025-05-01,C00740,P0016,T040,1,139000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V002131,1,2024-03-05,C01562,P0023,T001,2,79000.0,0.3,Efectivo,Tienda Física,Temporada Regular,L
V001783,1,2024-06-14,C02489,P0012,T027,2,112000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V000190,1,2024-09-04,C00109,P0007,T004,1,59000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V002256,2,2023-07-10,C01028,P0002,T041,2,155000.0,0.0,Transferencia,Tienda Física,Vacaciones,Xl
V000828,1,2023-11-22,C02617,P0003,T014,1,177000.0,0.0,Tarjeta Débito,Tienda Física,Regreso A Clases,32
V002790,1,2025-09-01,C02771,P0013,T026,3,54000.0,0.05,Efectivo,Tienda Física,Temporada De Diciembre,Xl
V001179,1,2023-04-22,C01581,P0011,T022,1,134000.0,0.2,Transferencia,Tienda Física,Temporada Regular,L
V002349,2,2023-07-23,C00443,P0016,T041,1,141000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,40
V000003,1,2025-08-02,C01596,P0026,T037,1,132000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,L
V002327,1,2024-11-27,C00094,P0005,T004,1,117000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V003224,1,2023-04-20,C00514,P0010,T031,1,92000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,36
V002314,2,2024-12-31,C00313,P0019,T028,1,74000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,M
V001629,1,2025-07-05,C01853,P0018,T004,1,77000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000603,3,2023-09-26,C00804,P0024,T009,1,210000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V003437,2,2023-06-16,C00057,P0025,T033,1,143000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,L
V001100,2,2025-03-28,C01634,P0002,T018,3,161000.0,0.0,Efectivo,Online,Temporada Regular,Xxl
V000951,1,2025-02-16,C00473,P0019,T004,1,69000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,Xl
V003423,1,2024-11-08,C00346,P0014,T032,1,141000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,30
V003046,1,2023-10-17,C01485,P0004,T015,1,174000.0,0.3,Efectivo,Tienda Física,Temporada Regular,28
V000504,1,2024-06-28,C02107,P0019,T021,1,69000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V003302,1,2023-12-10,C01671,P0012,T036,2,111000.0,0.15,Efectivo,Online,Temporada De Diciembre,M
V003066,2,2024-03-23,C00533,P0015,T005,1,182000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,36
V000894,1,2023-04-28,C00245,P0010,T030,3,97000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,40
V000464,1,2023-03-25,C00280,P0005,T033,3,110000.0,0.05,Efectivo,Tienda Física,Temporada Regular,Xxl
V000736,1,2024-12-18,C00552,P0021,T040,1,126000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001412,1,2025-05-28,C02402,P0002,T031,4,161000.0,0.1,Transferencia,Tienda Física,Vacaciones,M
V001928,1,2024-10-19,C00636,P0019,T001,1,71000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V003357,2,2024-11-30,C02348,P0003,T029,1,179000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,28
V000070,1,2025-10-14,C02453,P0021,T018,4,122000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V001976,1,2025-04-28,C01257,P0016,T004,2,136000.0,0.0,Tarjeta Crédito,Online,Regreso A Clases,28
V002873,1,2024-05-31,C02783,P0012,T015,1,114000.0,0.0,Tarjeta Crédito,Online,Regreso A Clases,Xl
V000097,1,2023-06-10,C01551,P0001,T009,3,139000.0,0.2,Tarjeta Débito,Tienda Física,Temporada Regular,30
V000381,1,2024-11-22,C00710,P0008,T015,3,226000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001550,1,2025-09-07,C02338,P0004,T003,2,165000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,30
V000040,3,2025-02-04,C02540,P0014,T001,2,136000.0,0.3,Tarjeta Débito,Tienda Física,Día Del Padre,30
V002135,1,2024-05-13,C02643,P0017,T011,2,150000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V002798,3,2024-07-09,C01852,P0023,T032,1,82000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,S
V003397,1,2024-10-13,C01204,P0023,T021,1,80000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001984,1,2025-06-05,C01546,P0025,T004,1,138000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001692,3,2024-02-07,C02002,P0008,T006,3,216000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V003507,1,2024-08-08,C02250,P0006,T027,1,54000.0,0.0,Tarjeta Débito,Tienda Física,Día De La Madre,Xl
V003598,1,2023-07-06,C00349,P0001,T009,1,145000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,34
V001805,2,2023-02-18,C00700,P0010,T029,3,93000.0,0.05,Transferencia,Tienda Física,Temporada Regular,32
V002470,1,2025-04-04,C02492,P0014,T004,2,144000.0,0.3,Tarjeta Débito,Online,Temporada De Diciembre,34
V002701,1,2023-12-04,C02342,P0012,T038,2,105000.0,0.0,Efectivo,Tienda Física,Temporada Regular,L
V003576,3,2024-10-11,C01264,P0023,T004,3,78000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V002837,2,2024-03-08,C01271,P0020,T028,4,76000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,Xxl
V001664,2,2023-08-28,C00868,P0003,T007,2,180000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V002046,1,2023-06-17,C01564,P0010,T018,1,95000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,40
V003126,1,2025-05-03,C00098,P0025,T009,2,147000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V003179,1,2023-11-02,C01644,P0013,T034,1,60000.0,0.3,Transferencia,Tienda Física,Temporada Regular,Xs
V001373,1,2024-12-30,C01074,P0018,T034,2,76000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001912,1,2023-10-05,C02456,P0004,T017,2,164000.0,0.15,Efectivo,Tienda Física,Black Friday,40
V000819,2,2024-04-11,C01177,P0018,T025,2,79000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,Xxl
V001407,1,2024-01-29,C01203,P0021,T002,2,115000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V003269,1,2025-05-02,C02620,P0012,T004,1,111000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V001199,2,2023-02-27,C00577,P0008,T004,3,215000.0,0.05,Efectivo,Tienda Física,Temporada Regular,M
V001804,1,2024-08-25,C01385,P0023,T021,1,74000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,Xl
V003744,1,2024-11-15,C01590,P0012,T011,3,109000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V002543,1,2025-08-02,C00285,P0022,T017,2,194000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V000844,1,2024-12-03,C00345,P0015,T027,3,179000.0,0.1,Efectivo,Tienda Física,Temporada Regular,34
V002070,1,2024-06-15,C01824,P0017,T011,4,151000.0,0.0,Tarjeta Débito,Online,Temporada De Diciembre,S
V002518,3,2025-01-06,C02488,P0018,T007,2,77000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001231,1,2023-12-23,C02246,P0026,T041,1,139000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,S
V002945,1,2023-02-03,C01419,P0016,T016,2,133000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V002770,1,2024-11-16,C01188,P0007,T014,1,62000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V000475,1,2025-02-23,C00433,P0024,T032,1,218000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,S
V001650,1,2024-08-24,C01626,P0022,T004,2,204000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V003278,2,2023-05-09,C01237,P0007,T043,2,63000.0,0.4,Tarjeta Crédito,Tienda Física,Vacaciones,L
V001128,2,2024-06-19,C02467,P0010,T004,4,95000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,32
V002527,1,2025-07-20,C00121,P0017,T040,1,140000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V000285,2,2024-04-12,C01340,P0002,T014,1,160000.0,0.05,Tarjeta Crédito,Online,Temporada Regular,L
V000799,2,2024-08-08,C01780,P0011,T014,3,135000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V000752,1,2025-08-01,C00781,P0012,T042,2,108000.0,0.15,Tarjeta Crédito,Tienda Física,Regreso A Clases,Xs
V002529,1,2024-07-22,C00139,P0001,T008,3,148000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V000031,1,2025-04-13,C00147,P0003,T005,1,181000.0,0.4,Transferencia,Tienda Física,Temporada Regular,38
V001714,3,2025-08-07,C01389,P0024,T022,3,209000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V000349,1,2024-05-16,C01397,P0023,T013,1,80000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,L
V002318,1,2025-05-19,C02297,P0001,T032,1,143000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,34
V003227,1,2025-10-09,C01050,P0025,T009,4,135000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,Xxl
V002086,1,2023-09-06,C00423,P0008,T011,1,217000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V003549,2,2025-06-29,C02277,P0004,T031,2,168000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,36
V003005,1,2023-02-12,C02688,P0018,T019,4,76000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001045,1,2025-12-07,C00671,P0026,T003,3,135000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V003155,1,2025-07-15,C01341,P0019,T034,3,70000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,S
V003762,3,2025-11-27,C01155,P0010,T015,2,97000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,38
V000143,1,2023-04-15,C02146,P0017,T004,1,146000.0,0.0,Efectivo,Tienda Física,Vacaciones,Xs
V001715,3,2024-03-16,C00854,P0008,T015,3,217000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V003696,1,2024-02-18,C01683,P0002,T013,1,154000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xxl
V003276,1,2025-04-11,C01989,P0019,T040,1,74000.0,0.0,Transferencia,Tienda Física,Temporada Regular,M
V000256,1,2025-07-26,C01752,P0023,T015,1,77000.0,0.2,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V000403,1,2025-06-01,C00799,P0017,T017,1,142000.0,0.05,Tarjeta Crédito,Online,Temporada De Diciembre,Xl
V003132,1,2023-07-04,C01585,P0005,T029,1,116000.0,0.4,Tarjeta Débito,Tienda Física,Vacaciones,M
V002817,1,2023-08-17,C00877,P0020,T004,2,76000.0,0.0,Transferencia,Tienda Física,Temporada Regular,S
V001441,1,2023-05-01,C01634,P0010,T040,1,95000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,38
V000875,1,2025-11-30,C02160,P0020,T041,1,75000.0,0.3,Efectivo,Tienda Física,Temporada Regular,M
V003366,1,2024-03-13,C01886,P0002,T015,2,152000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001747,1,2023-09-30,C01726,P0021,T027,1,119000.0,0.2,Tarjeta Crédito,Online,Temporada De Diciembre,L
V002668,1,2023-09-25,C00564,P0021,T010,2,122000.0,0.4,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V001142,1,2024-11-28,C00692,P0025,T011,3,135000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
